,Text
1071,"@raytech247 @WholeMarsBlog The Model 3 production ramp was sheer agony for two years, but that was do or die for Te… https://t.co/zHqXmcO6Gy"
1072,@EvaFoxU @WholeMarsBlog Bringing a new product to volume production is 1% inspiration &amp; 99% perspiration. You do st… https://t.co/g5DLCmG7wC
1073,@skorusARK Marginal cost of Starship mass to orbit should be well under $100/kg. Fully burdened cost depends on flight rate.
1074,"@WholeMarsBlog Prototypes are a piece of cake, but high volume production of a new technology is extremely hard. Ta… https://t.co/O1oJwfJ2zG"
1075,@WholeMarsBlog We do expect to make heavy use of LFP for medium range cars &amp; stationary storage
1076,"@WholeMarsBlog Berlin will use 4680 cell with structural battery pack &amp; front &amp; rear single piece castings. Also, a… https://t.co/pTeAj9z79i"
1077,@AstroJordy @WholeMarsBlog They are
1078,@WholeMarsBlog I do so wish that more companies would put down their spreadsheets for a moment and focus on making… https://t.co/LCkXzfpoZx
1079,"@PPathole @klod_ua @Erdayastronaut @TrevorMahlmann @johnkrausphotos @Mike_Seeley 7 bar absolute, which is fine for… https://t.co/Afru9AdajY"
1080,"@klod_ua @Erdayastronaut @TrevorMahlmann @johnkrausphotos @Mike_Seeley Cryo pressure test succeeded, but a small le… https://t.co/2wYticEwfr"
1081,@Erdayastronaut @TrevorMahlmann @johnkrausphotos @Mike_Seeley One of the best shots ever!
1082,@SamTalksTesla @SpaceX Much sooner
1083,@mdcainjr @SpaceX @45thSpaceWing @NASA Great photo!
1084,@DirtyTesla @SpaceX It will soon
1085,"RT @SpaceX: Falcon 9 launches 60 Starlink satellites to orbit, completing SpaceX's 43rd flight of a previously flown rocket booster https:/…"
1086,"@SpaceX Once these satellites reach their target position, we will be able to roll out a fairly wide public beta in… https://t.co/2klHnFmgZ1"
1087,RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/x83OvjB4Pa
1088,@flcnhvy @alvianchoiri We’re not seeing notable differences yet. I think the boosters could probably do 100+ reflig… https://t.co/ZUgaqUVPy7
1089,@PPathole @alvianchoiri Roughly a week or two turnaround is all that’s needed to meet max launch demand. Starship S… https://t.co/YXmoOFZU8n
1090,"@alvianchoiri Ahem, yes, it was the 3rd flight of this booster &amp; 3rd flight for active half of fairing. Aiming for… https://t.co/AWxTjEfC2d"
1091,4th flight &amp; landing for this booster https://t.co/UOtvMkgXqH
1092,5 minutes from launch. Looks good so far. https://t.co/on2f1pY5jt
1093,"@cleantechnica So crazy to subsidize pollution! This is not good for people, especially in dense cities with heavy… https://t.co/ACKoIzWcPW"
1094,"@SciGuySpace It’s a step in the right direction, but they should really aim for full reusability by 2026. Larger ro… https://t.co/6hVvKUQdON"
1095,"Turn volume to 11 &amp; play Powerglide in your Tesla 

https://t.co/l07Yc02P7g"
1096,@teslaownersSV FSD will solve these issues
1097,"Music volume on a Tesla goes to 11, because it’s louder than 10

https://t.co/ab5hAMo3EN"
1098,"@Kristennetten @flcnhvy One of my favorite writers. Foundation is tough to make into a movie, but has outstanding potential."
1099,@OrionsGauntlet <U+0001F4AF>
1100,@christianserino https://t.co/gLnevuneYl
1101,Rewatched Young Frankenstein this weekend. Still awesome. Ovaltine? https://t.co/WiMdyFSuiq
1102,"@flcnhvy The remake has the potential to be great. I kinda liked the original tbh, but it’s possible to take it up a level."
1103,"Hollywood should just start with the sequel &amp; skip the original, because financials"
1104,@cleantechnica This article is wildly incorrect about lithium battery costs by a factor of 5 or more presently &amp; 10X long-term
1105,"@SamTalksTesla @teslaownersSV @PPathole @RationalEtienne @stevenmarkryan @Kristennetten @WholeMarsBlog Pretty wild,… https://t.co/8PQh2kaLCF"
1106,New SpaceX droneship will be called “A Shortfall of Gravitas”
1107,"Nothing can escape gravity, not even black holes (and they really tried!)"
1108,@ID_AA_Carmack Would be cool to put yourself in the mind of the car while it’s driving
1109,@Model3teslaJ Coming soon
1110,"Call of Booty, great game"
1111,https://t.co/HyfszSrm6m
1112,@teslaownersSV @SpaceX Vector-space bird’s eye view coming with FSD
1113,@PPathole @SpaceX Unexpected pressure rise in the turbomachinery gas generator
1114,"@Erdayastronaut @SpaceX All of that and more. We’re doing a broad review of launch site, propulsion, structures, av… https://t.co/NkFviDSxpp"
1115,@alandail @SpaceX Exactly
1116,@SpaceX We will need to make a lot of improvements to have a chance of completing 48 launches next year!
1117,@lexfridman I agree with Lex
1118,@Mike94160775 @Tesla @ElectrekCo @Teslarati Glad you’re ok!
1119,@Sofiaan @Tesla Haha
1120,@amoghbhushan @TeslaClubIN @WholeMarsBlog @MKBHD Thanks for waiting!
1121,@TeslaClubIN @WholeMarsBlog @MKBHD Next year for sure
1122,@tobyliiiiiiiiii @RationalEtienne @SPEXcast @William_M_Brown @PPathole @thesheetztweetz @waEMD @SpaceX… https://t.co/ZFBqLHXK3F
1123,@RationalEtienne @SPEXcast @William_M_Brown @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink… https://t.co/hSCBeF8MNf
1124,@SPEXcast @William_M_Brown @RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Great
1125,@William_M_Brown @RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Browns… https://t.co/ggoEsDif2J
1126,@PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Average latency will improve as more sat… https://t.co/piqitzEIa5
1127,@tobyliiiiiiiiii @RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Very s… https://t.co/EtjXxIv2vq
1128,"@RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Yes, Starlink is design… https://t.co/r4RRGVpvR0"
1129,"@PPathole @Erdayastronaut @NASASpaceflight @BocaChicaGal @TheFavoritist Probably 5 or 6 with an optimized tanker, a… https://t.co/smk67d3Fmx"
1130,"@thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Starlink will be a revolution in connectivity, esp… https://t.co/bQfD2KWhBn"
1131,@WholeMarsBlog @MKBHD Yeah
1132,@AdlanBogatyryov @Erdayastronaut @NASASpaceflight @BocaChicaGal @TheFavoritist Great letter! It will be increasingl… https://t.co/XkwyOn48IO
1133,@Erdayastronaut @NASASpaceflight @BocaChicaGal @TheFavoritist The ship rings are thicker than they need to be (for… https://t.co/s4Itp647WO
1134,@MKBHD It’s next-level
1135,@FOX10Phoenix <U+0001F4B0><U+0001F4A9><U+0001F923>
1136,@officialalishap @flcnhvy @Tesla Glad to hear your Mom is ok
1137,@Zshauladventure @NASAKennedy @ulalaunch @SpaceX @NatReconOfc Good to see. Inspiring for future of space!
1138,@somi_teslagirl @Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT The new heat pump in Model Y is what re… https://t.co/rJ35A3VlUf
1139,"@thatt3slaguy @Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT Yes, coming soon"
1140,@ErcXspace @SpaceX @FelixSchlang @MarcusHouseGame @Erdayastronaut @NASASpaceflight Great render! The circumferentia… https://t.co/6oTTSIX8aF
1141,@Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT That’s very hard to do. Have you tried pushing on the c… https://t.co/7elp9Pf9sl
1142,"@FutureJurvetson @CFS_energy @CUP_Plasma @MIT It’s cool &amp; for sure can &amp; should be done, but I suspect its best cas… https://t.co/PmYScvZozY"
1143,@austinbarnard45 Weld esthetics will improve greatly in upcoming Starships
1144,@PPathole Haha true. Why do showers have such a wide range!?
1145,@EvaFoxU !!
1146,@RationalEtienne @WholeMarsBlog Yes
1147,@UniverCurious @physicsJ Light is not as fast as you’d think
1148,"RT @SpaceX: Once this Dragon docks to the @space_station, there will be two Dragons docked simultaneously. Between crew and cargo missions,…"
1149,RT @SpaceX: SpaceX training of astronauts that will fly on board Dragon’s first operational mission is complete! When the crew arrives for…
1150,"RT @SpaceX: After launch of Crew Dragon’s first operational mission with astronauts on board, SpaceX will launch its 21st cargo resupply mi…"
1151,@SamTalksTesla Maybe we used too many magenta spotlights
1152,"RT @KathyLueders: NEWS: We’re now targeting 2:40am ET Saturday, Oct. 31, for the launch of the @NASA and @SpaceX Crew-1 mission to send ast…"
1153,@ValaAfshar @Tesla Having a low center of gravity makes a world of difference to safety
1154,"@vm_one1 @waEMD @SpaceX We will probably IPO Starlink, but only several years in the future when revenue growth is… https://t.co/kH4QryrKOe"
1155,@PerezShivam @waEMD @SpaceX Fate loooves irony haha
1156,@waEMD @SpaceX Glad SpaceX could help! We are prioritizing emergency responders &amp; locations with no Internet connectivity at all.
1157,@austinbarnard45 True
1158,"@teslavibes That’s total market, not all Tesla. We do see Tesla reaching 20M vehicles/year probably before 2030, bu… https://t.co/GXnszaCAR3"
1159,@CashMoneyLemon @CathieDWood @skorusARK Total market
1160,"@CathieDWood @skorusARK Seven years for sure to 30M+ new fully electric vehicles per year, six years maybe. Five ye… https://t.co/FY4nwWbx56"
1161,@flcnhvy @CathieDWood Both will do original cars
1162,@CathieDWood We aren’t cutting the price of Model 3 to $25k. I was referring to a future car that will be smaller than Model 3.
1163,"@brian_heide @Tesla What about a heavy duty, paintball machine gun mounted on the bed rails?"
1164,@Pickenheim @matthew_kerle New version coming soon
1165,"@WholeMarsBlog Suppliers. We’re only doing high energy nickel ourselves, at least for now. Also, maybe the presenta… https://t.co/L8Pv6okpkY"
1166,https://t.co/r1Sox7vta8
1167,@TeslaGong @DrSallyL @sydney_ev @_TeslaTom @TeslaStraya @outbacktesla @ev_outback @Michael01996367 @cvanderstock… https://t.co/qUF0HH8qcg
1168,@ScottAdamsSays <U+0001F923><U+0001F923>
1169,@flcnhvy @Kristennetten Checking into it
1170,"@Kristennetten Totally up to you, but if you head to a Tesla delivery center near you &amp; maybe help out new owners, that would be cool"
1171,@ID_AA_Carmack Completely agree
1172,"@Erdayastronaut Yes, the flaps are now directly driven by electric motors with a gearbox! No more hydraulics."
1173,"Thanks Tesla Team for great work on deliveries! For new owners, we super appreciate accommodating us on delivery ti… https://t.co/PPzzHXbxgp"
1174,@ScottAdamsSays There are times when I feel like I’m living in a Dilbert cartoon
1175,@ArtifactsHub That species has stood the test of time
1176,"@flcnhvy @NASASpaceflight @austinbarnard45 @PPathole Mostly 304L, some 301. Broke at 301 to 304 interface. SN9 will… https://t.co/wpePRV5S4r"
1177,"@NASASpaceflight @austinbarnard45 @PPathole 8 bar differential in ullage, 9 bar at base due to propellant head. It’… https://t.co/QvGKYW2qd0"
1178,@PPathole We just need enough height to test body flaps &amp; drawing propellant from headers vs main tanks. Will do se… https://t.co/PGzAfeSC7X
1179,"First flight is to 15km or ~50,000 ft"
1180,Nosecone &amp; front flaps next week. SN9 next month.
1181,Starship SN8 with rear body flaps https://t.co/GdxMbzX0ct
1182,@waitbutwhy https://t.co/V6us36YHO6
1183,@muratpak Sure
1184,@EvaFoxU True
1185,"RT @SpaceX: Falcon 9 will launch @NASA’s super cool Interstellar Mapping and Acceleration Probe (IMAP), which will help researchers better…"
1186,@hisdirtremoves @SpaceX Not bad
1187,@enn_nafnlaus @ajtourville Exactly
1188,@ajtourville @MunroAssociates Sandy Munro understands engineering
1189,"@DaRealWamos Turns out they mostly press the letter s &amp; <U+0001F4A9> on the typewriter <U+0001F923>
https://t.co/KaarAJVL2b"
1190,Centaur with a bow obviously https://t.co/cfKfkFFXp0
1191,@justpaulinelol @EvaFoxU Haha
1192,@EvaFoxU Something like this https://t.co/NDVuUmms67
1193,@ajtourville Can’t support 3 wheel vehicles. Not safe enough.
1194,@RGVaerialphotos ~9007mm
1195,"@MarlonSIX60 Something appealing about Hawking/Hartle idea, but I agree with Turok/Feldbrugge/Lehners"
1196,@muratpak <U+0001F5A4> ur algo
1197,@PPathole @MarlonSIX60 True
1198,@PPathole @Erdayastronaut There are some practical size constraints too. Can’t be too big to fit in the engine comp… https://t.co/aXz1YhEldj
1199,"@PPathole @Erdayastronaut Doesn’t seem to be a problem. We could probably increase area ratio, given 330 bar max de… https://t.co/0gutz4Kgij"
1200,@MarlonSIX60 https://t.co/GzljMNYCiu
1201,"@DJSnM Preburners ignite, then main chamber"
1202,@MarlonSIX60 Where is our prediction of probability inaccurate?
1203,"@MarlonSIX60 Or energy &amp; time, but besides that what?"
1204,@podcastnotes Genetic engineering is too slow unless you use a synthetic virus
1205,What can’t we predict?
1206,"@tobyliiiiiiiiii @Erdayastronaut Yeah, but might not need it"
1207,@Erdayastronaut 107 expansion ratio. You can a little bit of flow separation towards the end of the nozzle.
1208,"RT @SpaceX: Completed a full duration test fire of the Raptor Vacuum engine at SpaceX’s rocket development facility in McGregor, Texas http…"
1209,RT @SpaceX: RVac and sea level Raptor with a human for scale https://t.co/xqiPQUY4Pl
1210,Only thing beyond ludicrous is plaid https://t.co/rHuWk20EGG
1211,@xiang_aw @WholeMarsBlog This does seem like the opposite of open. OpenAI is essentially captured by Microsoft.
1212,@WholeMarsBlog Haha true
1213,@oneandonlyheady Maybe I will …
1214,@TechAmazing @UniverCurious Jets are so cool
1215,@flcnhvy @Gfilche @YahooFinance Pretty much
1216,@1stPrinciples4L @Gfilche @YahooFinance Yes
1217,@Gfilche @YahooFinance Yahoo Finance is as dumb as it sounds
1218,@ICannot_Enough Yes
1219,@Neopork85 @SpaceX Haha
1220,@tobyliiiiiiiiii @Tesla Roadster will be better
1221,@PPathole Probably
1222,"Cybertruck, ATV, Roadster &amp; Semi
C A R S https://t.co/4Aq1A5cYkH"
1223,@FutureJurvetson @hiromichimizuno Thanks for your many years of support through very tough times!
1224,"@ICannot_Enough @WholeMarsBlog We will be a little below that this year (most challenging year we’ve ever had), but… https://t.co/YgDE1OsZXA"
1225,@WholeMarsBlog That’s about right. Maybe a little faster.
1226,@umutcnbostanci Yes
1227,@teslaownersSV cgi irl
1228,@tobyliiiiiiiiii @CARandDRIVER @Tesla Haha
1229,RT @CARandDRIVER: We drove a Model S Long Range Plus for 422.7 miles in California and believe we could have made it to 430. @Tesla explain…
1230,"The extreme difficulty of scaling production of new technology is not well understood. It’s 1000% to 10,000% harder… https://t.co/mcxxFnSqfJ"
1231,@NASASpaceflight @BocaChicaGal Haha
1232,"We intend to increase, not reduce battery cell purchases from Panasonic, LG &amp; CATL (possibly other partners too). H… https://t.co/FL4LwCp3Q0"
1233,"Important note about Tesla Battery Day unveil tomorrow. This affects long-term production, especially Semi, Cybertr… https://t.co/FO4xHXAs9Q"
1234,@EvaFoxU Thanks!
1235,@Neopork85 @SpaceX @MarcusHouseGame We really need better legs for Starship. They’re coming.
1236,"@Neopork85 @SpaceX @MarcusHouseGame Most likely, all flaps will fold after landing to reduce wind tip over force. T… https://t.co/DyNlT5EKGk"
1237,"@Model3Owners Fine, we’ll do it already <U+0001F600>"
1238,"@ARKInvest @TashaARK Good analysis, although I think we should wait until FSD is a bit more mature"
1239,@singing__surfer I’m pretty sure Tesla could do a much better autocorrect. The bar is so low haha.
1240,@LorenzoTeixeir4 @Zog_Fot_Pik @samiralyateem @ID_AA_Carmack True
1241,@IgorAntarov @soumiksf @ID_AA_Carmack Custom ultra high speed bus &amp; efficient cooling
1242,@teslaownersSV @jgrano305 @soumiksf @ID_AA_Carmack Ok
1243,@flcnhvy @soumiksf @ID_AA_Carmack Pretty much any machine-learning
1244,@jgrano305 @soumiksf @ID_AA_Carmack It’s big
1245,@Zog_Fot_Pik @samiralyateem @ID_AA_Carmack Sure
1246,"@soumiksf @ID_AA_Carmack Yeah, we will open Dojo for training as a web service once we work out the bugs"
1247,@samiralyateem @ID_AA_Carmack There are a lot of pointless zeroes in FP32 neural nets. You can chop off 16 of the 3… https://t.co/mlPVbpni4y
1248,"@soumiksf @ID_AA_Carmack Dojo uses our own chips &amp; a computer architecture optimized for neural net training, not a… https://t.co/OiCfJT3gNA"
1249,@llamaa35079089 @ID_AA_Carmack @Tesla You really want waypoints this much?
1250,"@ID_AA_Carmack For Dojo, we’re betting on FP16 with floating floating point (essentially, truncating mostly zeroes)… https://t.co/bIXl4qIH22"
1251,@WholeMarsBlog Yes
1252,@BabyTesla3 @WholeMarsBlog Yes
1253,"@WholeMarsBlog There’ll be lots of green space around factory, but building itself is continuous. The “open” areas… https://t.co/rabjKrtQlw"
1254,@SavedTesla @peterdog15 Shaped like a diamond &amp; aligned on true north
1255,"A prior track record of exceptional achievement in engineering *is* required, but *no* prior experience working on… https://t.co/WZADDNXMID"
1256,"If you feel Neuralink might have incorrectly overlooked your resume or declined to  make an offer, please lmk in co… https://t.co/hP3822Z0Dg"
1257,@teslaownersSV @Model3Owners @TrungTPhan Felt I had done enough on the Internet (Zip2 &amp; PayPal) that my work would… https://t.co/ctbFloI1sO
1258,@Model3Owners @TrungTPhan It took an utterly insane amount of work to move the SpaceX &amp; Tesla success probabilities above ~zero
1259,"@TrungTPhan To be frank, in the early days, I thought there was &gt;90% chance that both SpaceX &amp; Tesla would be worth… https://t.co/cN2bFBua5q"
1260,@fermatslibrary Irrational is such a funny word to describe numbers
1261,of course I still love you
1262,"@DeborahPatteri @TENETFilm Sure, but which planet?"
1263,@TENETFilm Good movie
1264,@Erdayastronaut Current was too strong for droneship to hold station. Thrusters to be upgraded for future missions.
1265,@ChrisDungeon Lot has happened in 13 years
1266,@Teslarati It will be very insane
1267,Speedrunning Factorio in real life …
1268,"@cleantechnica No, but you make some great points. Important to note that iron’s cost advantage is partly offset by… https://t.co/neZ5HKUc4A"
1269,@CoderFoot @m2jr @BernieSanders Yup
1270,Fallout Shelter is on your Tesla. Tap the Entertainment button.
1271,@m2jr @BernieSanders Implicit conflation of consumption &amp; capital allocation is the foundational error
1272,@Kristennetten Great idea!
1273,"<U+0001F5A4> Fallout Radio  <U+0001F5A4>
https://t.co/gNo8XFjx8b"
1274,@TJLK There are some eerie parallels between The Boring Company &amp; Vault-Tec. We also built our first demonstration tunnel/vault in LA.
1275,Doubles as an underground nuclear shelter <U+0001F600><U+0001F44D> https://t.co/CvI0YRjObE
1276,@flcnhvy @lexfridman Yeah
1277,@tesladri @ID_AA_Carmack @lexfridman Should be happening soon
1278,"@ID_AA_Carmack @lexfridman A bit more obscure, but Starhammer &amp; Stainless Steel Rat"
1279,"@engineers_feed At first, I thought that was a parrot"
1280,@JohnnaCrider1 @jhall They remind me of these guys https://t.co/Qt502U08np
1281,Story of my life
1282,https://t.co/Vn0Rv0yQ5q
1283,"Tunnels under cities with self-driving electric cars will feel like warp drive

First operational tunnel under Vega… https://t.co/wIZYhEd6Pa"
1284,@jackfarrington For sure
1285,@jackfarrington @Tesla Good point
1286,Have you hugged a tunnel today?
1287,@ARKInvest @aurmanARK Good analysis
1288,@PPathole Exactly
1289,"@flcnhvy Gary the snail is still winning, but we’re gaining on him/her"
1290,Embrace tunnels!
1291,@ValaAfshar Tunnels are the solution to traffic. You can have as many levels as you want. Usable tunnel depth far e… https://t.co/lqfdQwHH2g
1292,"@MatthewCable6 @ErcXspace Just a guess, but probably mid teens. Booster &amp; stacking on orbital pad are likely limiti… https://t.co/aTQPexe6dK"
1293,"@ErcXspace Pretty accurate simulation, although SN8 will use 3 Raptors. If SN8 craters, SN9 &amp; SN10 are close behind… https://t.co/wvQFq4OqUA"
1294,@teslavibes Couldn’t agree more — major software improvements are already in place to extend its life &amp; more coming
1295,"@cleantechnica Definitely not. Smartwatches &amp; phones are yesterday’s technology, Neuralinks are the future."
1296,@engineers_feed Seems like they should make a whole outfit out of that material
1297,@sama Ancient Greece had it all &amp; then committed suicide. Nobody digs your grave better than yourself.
1298,@flcnhvy @sama True
1299,@HistoryInPics The LEGO Movie was awesome
1300,"@sama The Story of Civilization. First book is a little dry, but second book, The Life of Greece, is incredible. https://t.co/46lBciX7FI"
1301,@Erdayastronaut I’m wearing your F-1 engine shirt right now!
1302,@PPathole @_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX Cumulative mass to orbit per year (correc… https://t.co/8Lcu71XzvM
1303,@PPathole @_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX That’s the number that really matters
1304,@_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX Anyone tracking tonnage to orbit per year for all launch vehicles?
1305,"One way or another, excitement guaranteed! Support of greater Boca, Padre, Brownsville community is very much appreciated."
1306,"SN8 Starship with flaps &amp; nosecone should be done in about a week. Then static fire, checkouts, static fire, fly to 60,000 ft &amp; back."
1307,@SpacePadreIsle @BocaChicaGal @NASASpaceflight Can someone do a boat service from South Padre to Boca?
1308,@WhatsupFranks @samiralyateem @WholeMarsBlog Exactly. Problems like that have been addressed.
1309,@PPathole @WholeMarsBlog Yes. Good insight.
1310,"@samiralyateem @WholeMarsBlog All frames stitched to single frame (tricky, as all cameras overlap in different ways… https://t.co/yzCixdgm38"
1311,@WhatsupFranks @brandonbernicky @WholeMarsBlog Much
1312,@flcnhvy @WholeMarsBlog Yes
1313,"@brandonbernicky @WholeMarsBlog Releasing private beta in 2 to 4 weeks, public beta (early access owners who opt in… https://t.co/OYCpr9I9Hq"
1314,@WholeMarsBlog And this still isn’t using the dramatically better “4D” (aka simultaneous surround video from 8 cameras) architecture
1315,@C_Bass3d @NASASpaceflight @MarcusHouseGame Cool
1316,@richardreinariv He has no clue
1317,@Astra Sorry to hear that. I’m sure you’ll figure it out though. Took us four launches to reach orbit. Rockets are hard.
1318,Many exciting things will be unveiled on Battery Day 9/22 <U+26A1><U+FE0F>
1319,@Ostimusic We will make super efficient home hvac with hepa filters one day
1320,"@jhall @RBReich If Reich actually cares about global warming, why is he making so much hot air!?"
1321,@flcnhvy <U+0001F1E9><U+0001F1EA> Natürlich <U+0001F1E9><U+0001F1EA>
1322,Bitte arbeiten Sie bei Tesla Giga Berlin! Es wird super Spaß machen!! https://t.co/FcNoPr2oII
1323,@MonicaLewinsky Try a Tesla &amp; you’re welcome to give it back if you decide you prefer a Subaru
1324,@slashdot Vera Rubin Observatory is cool
1325,@PPathole @eugenelee3 @UniverCurious 1+1=2
1326,@CharlieMunger00 @UniverCurious Munger is right
1327,@eugenelee3 @UniverCurious https://t.co/f8rWY4ExeE
1328,@UniverCurious Black-Scholes formula is kinda bs. Big difference between a finance approximation &amp; fundamental physics / pure math.
1329,@wintonARK True
1330,"@DisruptResearch Tesla is best understood as a collection of about a dozen startups, mostly in series, increasingly… https://t.co/zYnsXiSP4N"
1331,@DisruptResearch Tesla R&amp;D productivity is exceptionally good due to the caliber of engineering talent
1332,Tesla Model S &amp; X have hospital-grade (HEPA) air filters. 3 &amp; Y are really good too. This has a big effect on healt… https://t.co/ytsK3LmfiI
1333,@Klee_FilmReview !
1334,"RT @Teslarati: Tesla Energy ramps hiring at Giga New York for accelerated solar production
https://t.co/Iha2DREwu0"
1335,@Techgnostik @RBReich Touché
1336,"@RBReich All Tesla workers also get stock, so their compensation increased proportionately. You are a modern day moron."
1337,RT @SpaceX: Onboard camera view of Falcon 9’s SAOCOM 1B launch and first stage land landing https://t.co/2IEZYiyYG5
1338,@MstrOfUniverse @PPathole @EvaFoxU Yup
1339,@EvaFoxU 13
1340,@Teslarati Rawlinson didn’t design Model S. Prototype was done before he joined &amp; he left us in the lurch just as t… https://t.co/oy9yVM84xm
1341,@Erdayastronaut @PPathole @SpaceX We’re pretty close to the manufacturing size limit for a milled copper &amp; steel ja… https://t.co/T8d3yN4xRy
1342,A la guerre comme à la guerre
1343,@harsimranbansal Haha
1344,@BnOrdhaug And starts tweeting
1345,"If you bombard Earth with enough photons, eventually it emits a Tesla (AK)"
1346,@ID_AA_Carmack There is already bidirectional communication between human &amp; AI via phones &amp; computers. It’s just lo… https://t.co/t42iuaZMwH
1347,@Erdayastronaut @PPathole @SpaceX Above 50% likely to make it
1348,@PPathole @SpaceX This is a test engine. Flight articles are fixed with no gimbal.
1349,@SpaceX Worth noting that thrust is only slightly higher with the big bell nozzle version. Larger bell is primarily… https://t.co/KIeGOvt0rD
1350,"RT @SpaceX: The first Raptor Vacuum engine (RVac) for Starship has shipped from SpaceX’s rocket factory in Hawthorne, California to our dev…"
1351,@Tesmanian_com Yes
1352,@skorusARK Chart understates lithium-ion potential by roughly 1/3
1353,Model 3 rated as most reliable car https://t.co/26DAGJLTDY
1354,Turns out you can make anything fly haha https://t.co/FJdHqRdVDb
1355,@PPathole @CureVacRNA Exactly. This is not fully appreciated.
1356,"@austinbarnard45 Starship SN6 flew asimilar hop to SN5, but it was a much smoother &amp; faster operation"
1357,"<U+0001F1E9><U+0001F1EA><U+0001F5A4>Giga Berlin Mannschaft<U+0001F5A4><U+0001F1E9><U+0001F1EA>
Vielen Dank für Ihre hervorragende Arbeit an Giga Berlin!! https://t.co/KVo5mBfnXt"
1358,Great trip to Germany. Support from government &amp; people is super appreciated!
1359,@sara_boutall @Tesla <U+0001F923><U+0001F923>
1360,RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/DdBxIOdOg1
1361,RT @SpaceX: Liftoff! https://t.co/sTZnAn3VTX
1362,@StefanTPeterson @Tesla Trust ur butt haha
1363,@slashdot An AI with <U+0001F353> picking as its goal will result in Strawberry Fields Forever
1364,"@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Over time, outer 20 will have ~3… https://t.co/5z9P2upkqs"
1365,@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Yeah
1366,@Alert_Alarms Just go through resonant modes fast. It’s when you hang out there that problems arise.
1367,@tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude The outer ring of booster engines (20 of 28) hav… https://t.co/SSAQZJ8act
1368,@Erdayastronaut @flcnhvy @GerberKawasaki Videodrome
1369,@teslaownersSV @justpaulinelol https://t.co/0CKVHrmtf1
1370,@teslaownersSV @justpaulinelol https://t.co/QoBVXGQ8Fz
1371,"@teslaownersSV @justpaulinelol Sorry, sir I think I have momentinertiaphobia"
1372,RT @SpaceX: Falcon 9 first stage lands at Landing Zone 1 to complete this booster’s fourth flight https://t.co/tUtAcKmIFn
1373,@frydave @youyanggu @DFisman Yeah
1374,@PPathole @Nigel_Lockyer @Penn @Fermilab LHC tbh
1375,https://t.co/oVaoHsg1of
1376,"@Nigel_Lockyer @Penn @Fermilab If you ever want to build a long accelerator tunnel, straight or circular, I know some people …"
1377,"RT @SpaceX: After launching SAOCOM 1B and two rideshare payloads to orbit, Falcon 9’s first stage returns to Earth and lands at Landing Zon…"
1378,RT @SpaceX: Deployment of SAOCOM 1B confirmed https://t.co/gqtxQMpy48
1379,RT @SpaceX: Falcon 9’s first stage has landed at Landing Zone 1 https://t.co/0y5FkVqPk8
1380,RT @SpaceX: Liftoff! https://t.co/AIwrMzB3D1
1381,@VitalVegas Cool
1382,RT @neuralink: Snout Boops https://t.co/ZJogq2ulvf
1383,"@Nigel_Lockyer @Penn @Fermilab Physics is the law, everything else is a recommendation"
1384,"@SamTalksTesla @Teslarati If some company has solved a useful thing that we can just buy, that would be great! It’s… https://t.co/IxhyT6NuiC"
1385,"@Teslarati Tesla Germany designed &amp; built the vaccine RNA printers for CureVac, but, subject to some CureVac IP, th… https://t.co/X32SdA871G"
1386,"@engineers_feed Technically, James Watt measured a pony, added 50% &amp; rounded up haha https://t.co/vnkO0MTrUC"
1387,"@flcnhvy @GerberKawasaki Also, Critical Thinking"
1388,@flcnhvy @GerberKawasaki Alexander and the Rise of Hellenism and Film Studies
1389,"@GerberKawasaki Wow, I super loved astronomy (but took it at Queens, not Penn)! Definitely one of my favorite class… https://t.co/o4FjcGlAhw"
1390,"@teslaownersSV @justpaulinelol Yeah, he sent it to me through a mutual physics prof friend at Caltech/CERN. Very ba… https://t.co/tJsh1Exz1Q"
1391,@justpaulinelol It’s too embarrassing
