AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
17.197,1013.5,96.596,3.7817,24.673,1087.3,549.73,133.7,12.041,1.2087,64.507
17.092,1013.5,97.586,4.6806,31.592,1099.8,533.39,155.42,13.616,0.93333,64.039
17.56,1013.5,95.534,4.5321,31.027,1100.1,535.25,153.91,13.579,0.88147,65.144
18.499,1014,93.598,4.5355,31.179,1100,534.92,153.75,13.59,0.81176,58.724
19.463,1013.9,88.864,4.4947,31.412,1099.9,534.02,154.54,13.638,0.72435,56.734
20.056,1013.7,83.226,4.4628,31.329,1100.1,534.19,154.33,13.648,0.8836,57.104
20.13,1012.6,83.028,4.4426,31.018,1100,534.87,153.92,13.623,0.78179,58.964
19.723,1012.1,90.357,4.4408,31.011,1099.9,534.95,153.71,13.571,1.0973,58.414
19.878,1012.3,91.986,4.4804,30.837,1099.6,535.57,152.9,13.397,0.8492,57.14
20.685,1012.4,87.08,3.7203,24.535,1086.9,549.99,132.84,11.867,0.80222,61.048
21.04,1012.5,83.452,3.7197,24.435,1086.6,550,132.76,11.878,0.72152,61.139
19.99,1012.4,85.084,3.7149,24.491,1086.5,549.88,132.72,11.91,0.75838,61.274
18.082,1012.8,93.901,3.8445,24.921,1087.2,549.03,134.23,12.03,1.2738,63.546
17.339,1013.4,98.133,4.7707,31.896,1099.5,532.38,156.02,13.655,1.0687,58.754
17.319,1013.8,98.7,3.8447,24.495,1087,550,133.26,11.938,1.1197,62.784
17.449,1013.4,95.383,3.7432,24.61,1087.6,550.25,133.5,12.038,1.1628,62.898
17.379,1013,93.933,3.7083,24.386,1086.4,549.99,132.8,11.901,1.0476,62.501
17.159,1012.9,94.489,3.7463,24.514,1087.7,550.06,133.78,11.964,1.0417,64.066
17.33,1012.8,95.091,3.7448,24.645,1088.1,550.05,134.07,11.937,1.0827,64.453
17.759,1012.7,93.347,3.0192,19.382,1056.4,550.21,110.65,10.444,3.024,62.471
18.033,1013,90.423,2.9835,19.397,1055.9,549.78,110.76,10.433,3.3464,63.445
17.863,1013.2,90.546,2.9729,19.347,1055.6,549.93,110.77,10.373,3.0626,64.109
17.461,1013.7,91.122,2.9646,19.282,1055.6,550.08,110.59,10.312,3.1105,66.422
17.514,1014.1,90.651,3.0145,19.421,1056.3,549.95,111.11,10.519,3.3089,66.327
18.025,1014.2,89.74,4.6248,32.299,1099.8,531.22,156.56,13.801,1.1208,60.368
18.932,1014.4,86.169,4.4949,31.339,1099.8,534.65,154.55,13.691,0.84839,60.656
20.513,1014.5,81.799,4.4747,31.329,1100.1,534.42,153.97,13.625,1.0094,61.09
22.059,1014.3,77.748,4.4371,30.793,1100,536.14,152.78,13.58,0.85752,58.853
22.63,1014.1,73.058,4.5038,31.016,1099.9,535.08,153.62,13.584,0.84144,58.353
22.078,1014,75.706,4.4683,30.807,1099.9,536.2,153.06,13.552,0.8644,56.7
22.948,1013.7,73.923,4.5245,31.246,1100,534.84,153.56,13.63,0.93864,57.629
23.189,1013.2,73.455,4.4486,30.796,1100.1,536.42,152.63,13.513,0.83284,58.152
23.454,1012.8,73.417,4.4522,30.987,1099.8,536.04,152.68,13.555,0.96355,57.856
24.129,1012.6,71.364,4.3666,30.532,1099.7,537.67,151.95,13.505,0.78346,58.111
23.335,1012.7,74.091,4.4127,30.997,1100.1,535.9,152.99,13.586,0.79852,57.906
22.49,1013.1,75.695,4.3931,30.845,1099.9,536.21,152.65,13.495,0.75721,57.918
21.364,1013.4,83.64,4.4545,31.138,1100.3,535.36,153.32,13.605,0.73523,56.353
20.713,1013.6,82.392,4.357,31.108,1099.6,535.06,153.72,13.486,0.39691,56.818
19.962,1013.9,75.802,3.6249,24.874,1089.4,550.12,134.48,12.138,0.70551,65.095
19.126,1013.7,78.506,3.5537,24.497,1086.9,550.22,133.08,11.934,0.87138,63.264
18.779,1013.7,80.501,3.5733,24.277,1085.8,550.26,132.14,11.966,0.72987,62.262
17.802,1013.6,83.244,3.5838,24.391,1086.6,549.95,133.08,11.997,0.67803,63.039
16.803,1013.6,86.656,3.6229,24.469,1087.5,549.92,134.13,12.017,1.1104,66.223
16.454,1013.4,87.85,3.588,24.308,1086.9,549.97,133.73,11.945,1.2529,66.404
16.158,1013.2,89.441,3.5904,24.355,1086.8,550.04,133.73,11.872,1.2074,66.298
15.932,1013.4,89.406,3.5758,24.352,1086.6,549.84,133.73,11.8,1.2052,65.421
15.667,1013.9,90.166,3.2365,21.542,1069.9,549.7,121.61,11.07,2.3085,65.926
16.543,1014.3,91.988,3.0454,19.518,1057,549.76,111.73,10.622,3.2701,64.189
18.232,1014.5,90.882,3.5707,24.001,1083.2,549.68,129.95,11.708,1.7102,64.25
20.474,1014.5,84.442,4.5426,31.696,1099.5,533.22,153.3,13.649,1.1502,58.577
22.42,1014.6,78.624,4.5069,31.402,1100.3,534.03,153.6,13.743,0.7567,58.106
23.348,1015,73.899,4.5032,31.338,1099.9,534.29,153.47,13.639,0.99578,56.885
24.383,1015.2,68.959,4.4514,30.87,1100.3,536.16,152.7,13.622,0.84411,55.9
24.925,1015.1,64.799,4.4367,30.76,1100,536.32,152.51,13.51,0.85047,55.326
25.158,1015,63.996,4.3022,29.796,1100.1,539.69,150.29,13.323,1.0418,58.563
25.639,1014.8,62.285,4.4667,30.969,1099.7,535.85,152.75,13.516,1.5394,57.95
25.866,1014.7,61.873,4.4161,30.616,1099.6,536.99,152.05,13.545,1.513,58.192
25.578,1014.5,63.532,4.4259,31.027,1099.7,535.9,152.61,13.482,1.0954,56.832
24.931,1014.3,66.036,4.365,30.799,1099.8,536.86,152.05,13.434,0.43382,55.908
24.109,1014.3,71.35,4.2207,29.921,1098,538.5,148.51,13.251,0.74844,57.832
23.46,1014.4,69.188,4.3326,31.226,1099.9,535.28,152.82,13.467,0.81905,57.272
22.592,1014.8,70.134,3.7119,26.263,1095.5,550.04,138.97,12.322,0.72477,67.102
21.147,1015.1,74.279,3.6175,24.818,1088.7,550.16,133.78,12.093,1.1273,64.486
19.358,1014.9,79.439,3.5878,24.656,1088.4,549.92,133.85,12.079,0.98395,63.836
18.107,1014.7,83.524,3.6115,24.714,1088.4,549.99,134.31,12.055,0.72322,64.45
17.277,1014.4,86.062,3.6048,24.54,1087.2,549.97,133.71,12.022,0.72418,63.93
16.555,1014.2,87.534,3.6251,24.559,1087.4,550.05,134.2,12.094,0.94506,64.35
16.053,1014.1,89.075,3.6164,24.543,1087.7,550.23,134.27,12.078,1.0828,64.631
15.798,1014.1,90.044,3.6135,24.417,1087,550.09,133.72,12.086,1.2003,64.177
15.673,1014.1,90.161,4.3556,30.505,1098.4,535.93,153.23,13.439,0.97879,61.513
15.56,1014.6,90.783,4.3831,30.727,1100.2,536.18,154.52,13.439,0.72337,64.541
16.352,1015,91.417,4.3123,29.914,1096.8,537,150.34,13.283,0.86988,61.678
18.564,1015.1,88.663,4.4943,31.803,1099.6,532.74,154.83,13.591,0.80056,56.594
20.99,1015.1,79.304,4.4771,31.447,1099.9,534.18,153.5,13.608,0.96793,58.703
22.817,1015.4,67.745,4.4531,31.277,1099.7,535.21,152.84,13.629,0.73806,59.082
24.725,1015.7,60.689,3.4496,23.048,1077,549.65,123.87,11.433,1.5957,64.908
25.511,1015.9,54.247,3.008,19.982,1059.5,549.7,110.99,10.67,2.2012,58.785
25.883,1015.9,57.713,3.0409,19.968,1059.2,550.06,110.79,10.736,2.3018,56.463
26.425,1015.8,59.187,3.0745,20.054,1059.9,550.12,111.34,10.677,2.3726,56.748
26.803,1015.7,57.762,3.0565,20.008,1059.5,549.89,110.77,10.616,3.0163,58.625
26.869,1015.2,55.851,3.0311,20.049,1059.6,549.94,110.78,10.62,3.0385,58.82
25.382,1015,63.645,3.02,19.979,1059.5,550.07,110.77,10.561,2.841,57.722
24.581,1014.9,65.447,3.0131,20.021,1059.6,550.1,110.73,10.495,1.999,56.664
24.182,1015.1,63.268,2.9934,19.869,1058.5,549.85,110.47,10.481,2.0046,57.872
22.81,1015.1,68.485,2.9475,19.764,1058.2,549.92,110.78,10.519,2.4635,60.005
21.348,1015.2,73.582,2.9133,19.555,1057.5,549.97,110.81,10.557,2.8554,61.149
20.376,1015.7,76.776,2.8931,19.543,1057.2,549.9,110.79,10.596,2.8426,61.761
19.826,1016,79.36,2.8971,19.462,1057.3,549.97,110.9,10.638,2.9238,62.947
18.811,1016.1,86.127,3.5843,24.448,1087.2,550.02,132.7,11.945,1.2013,64.01
18.437,1016.1,87.997,3.6407,24.78,1088.6,550.12,133.79,11.971,0.96099,64.095
18.042,1016,90.365,3.6903,24.795,1088.7,550.03,134.12,11.932,1.2979,63.626
17.767,1015.8,91.745,3.1739,20.659,1064.1,550.08,116.36,10.841,2.3846,61.854
17.412,1015.6,92.401,3.0117,19.211,1056.1,550.06,110.82,10.451,3.0937,61.973
17.237,1015.7,92.49,3.0252,19.251,1056,550.01,110.77,10.438,3.3918,63.996
17.426,1016.2,91.738,3.0132,19.253,1056.3,549.98,110.67,10.355,3.2932,64.21
18.132,1016.5,91.158,3.015,19.548,1057.7,550.05,111.37,10.536,3.1883,62.948
19.762,1016.7,88.388,3.5885,24.107,1083.9,550.09,129.65,11.871,1.5609,64.566
20.982,1016.8,83.307,3.7671,25.534,1092.6,550.21,135.62,12.217,0.78864,65.237
21.833,1017,81.262,3.9663,27.02,1092.9,544.91,139.04,12.621,0.78632,61.083
23.505,1017.5,75.148,4.4706,31.271,1100.1,534.88,152.8,13.608,0.52751,54.864
23.705,1017.6,73.243,4.4666,31.386,1100,534.21,153.23,13.705,0.84684,53.642
23.908,1017.2,68.572,4.4122,30.711,1099.6,536.24,152.18,13.543,0.72668,53.643
24.478,1017,66.887,4.4326,30.912,1099.9,535.78,152.33,13.637,1.0302,53.628
24.796,1016.6,63.128,4.3642,30.406,1099.8,537.94,151.27,13.379,1.1051,59.695
24.703,1016.2,62.032,4.3898,30.646,1100,536.92,151.72,13.469,1.2123,55.204
25.207,1016,56.58,4.3903,30.817,1100.1,536.68,152.31,13.338,1.2097,55.857
24.971,1015.6,56.792,4.3702,30.717,1099.6,537.05,152.21,13.401,1.0261,55.945
24.185,1015.7,59.774,4.4357,31.262,1100.2,535.25,153.46,13.511,1.2365,55.539
22.875,1016.1,63.774,4.3458,30.982,1099.8,535.54,153.32,13.411,1.0863,56.101
21.313,1016.4,69.59,3.5685,24.927,1089,549.99,134.15,12.038,0.74052,64.459
20.553,1016.6,73.215,3.5529,24.903,1088.8,549.6,133.76,12.092,0.71197,61.819
20.243,1016.7,74.587,3.599,24.925,1089.3,549.87,133.95,12.169,0.88358,63.567
19.595,1016.8,79.026,3.6193,24.886,1089.2,550.26,134.3,12.02,1.0723,62.426
18.53,1016.5,87.665,3.637,24.739,1089.1,549.94,134.23,12.091,1.0841,60.475
18.335,1016.1,90.226,3.6257,24.679,1088.5,550.26,133.72,11.942,1.1281,60.372
18.359,1015.9,90.883,3.197,21.053,1067.5,550.26,118.43,10.957,2.2342,60.154
18.19,1015.9,92.357,3.0328,19.57,1058.3,549.76,111.99,10.63,3.0058,59.329
18.262,1016,91.853,3.6747,24.683,1088.2,549.93,133.69,11.966,1.1887,61.514
18.153,1016.4,93.234,3.6585,24.662,1087.8,550.15,133.2,11.862,1.2142,61.438
19.106,1016.7,93.171,3.7212,25.095,1089.2,549.66,134.25,12.057,1.2486,61.531
20.653,1016.8,87.659,4.4908,31.416,1099.9,534.27,153.34,13.645,3.7625,51.525
22.483,1017,75.377,4.4591,31.077,1099.8,535.08,152.58,13.625,1.0431,60.36
23.728,1017.1,67.68,4.4468,30.988,1099.9,535.55,152.08,13.536,1.0465,69.493
24.494,1017.1,64.021,4.3814,30.593,1099.8,536.99,151.4,13.526,1.0524,71.556
24.571,1016.8,65.25,4.4151,30.756,1099.9,536.35,151.63,13.496,1.4923,66.551
25.213,1016.4,63.135,4.3742,30.365,1100.3,537.48,150.75,13.468,1.5321,67.217
25.717,1016.2,60.101,4.426,30.69,1099.9,536.45,151.37,13.48,1.517,66.949
25.993,1016,58.56,4.3973,30.433,1100.1,537.81,150.98,13.417,1.5008,69.788
26.222,1015.5,55.801,4.4578,30.925,1100,535.91,152.06,13.526,1.508,70.51
26.238,1014.9,55.584,4.43,30.784,1099.6,536.93,151.84,13.54,1.4747,70.005
25.315,1014.6,62.148,4.4399,31.071,1099.9,535.76,152.09,13.577,1.4236,66.512
24.216,1014.6,66.818,4.3793,30.894,1100.1,536.42,151.86,13.471,1.2593,66.419
23.186,1014.6,70.52,4.2248,30.083,1100,539.02,150.72,13.262,1.3762,67.53
21.755,1015,78.327,4.3836,30.916,1100.1,535.14,153.05,13.561,1.2099,66.588
20.559,1015.4,86.133,3.6707,25.105,1090.6,549.78,135.08,12.21,0.88828,62.479
19.79,1015,87.995,3.6458,24.765,1089,549.96,133.76,12.088,0.6917,59.284
19.244,1014.8,90.989,3.7099,24.831,1089.1,549.84,134.22,12.165,1.1414,60.655
18.895,1014.5,92.545,3.7152,24.704,1088.8,549.82,134.05,11.98,1.1046,60.644
18.543,1014.2,92.729,3.6925,24.74,1088.5,550.27,133.93,12.099,1.1728,60.982
18.372,1013.8,93.246,3.6958,24.78,1088.6,550.22,133.92,12.116,1.0911,60.601
18.151,1013.5,93.344,3.6708,24.566,1088,550.14,133.73,11.973,0.8464,60.971
17.944,1013.4,93.138,3.4418,22.928,1078.2,549.94,126.53,11.447,1.3941,61.036
18.217,1013.8,92.506,3.0031,19.403,1056.6,549.97,110.68,10.598,3.0828,61.313
18.931,1014.2,91.706,3.657,24.716,1087.8,549.95,133.3,11.975,1.2003,62.419
20.032,1014.4,89.685,3.7743,25.711,1092.3,549.47,136.38,12.292,1.0749,63.648
21.443,1014.6,83.61,4.4865,31.382,1100,534.61,152.91,13.571,0.94659,55.979
23.069,1014.6,75.884,4.4395,30.94,1100.1,536.12,151.61,13.458,0.79637,63.063
24.654,1014.8,66.63,4.4343,31.121,1099.8,535.57,152.05,13.53,0.88694,69.003
25.062,1014.7,67.98,4.4013,30.696,1100.4,536.98,151.32,13.574,1.3471,67.941
24.876,1014.4,68.395,4.4,30.617,1099.9,537.07,151.15,13.434,1.2774,67.286
25.606,1014.1,62.898,4.3739,30.362,1100,538.14,150.56,13.358,1.3614,67.98
26.108,1013.9,59.624,4.4476,30.884,1099.7,536.51,151.79,13.445,1.5342,68.918
26.163,1013.6,58.519,4.4254,30.679,1100.1,537.18,151.61,13.458,1.3948,69.321
26.181,1013.5,56.652,4.4056,30.811,1100,536.79,151.71,13.437,1.4482,71.137
25.939,1013.1,57.534,3.9119,26.869,1098.9,550.22,139.43,12.419,0.92889,83.398
24.991,1013.3,64.646,3.761,25.682,1092.7,550.06,134.88,12.276,1.1711,76.663
23.713,1013.5,69.233,3.7112,25.368,1091.6,549.98,134.75,12.184,1.1599,66.807
22.157,1013.8,76.879,3.8403,26.76,1099.8,550.01,141.62,12.472,0.64803,67.734
20.997,1014.1,85.677,3.6323,24.703,1088.7,550.07,133.32,12.06,0.905,59.967
20.434,1014.3,88.618,3.6891,24.821,1089.6,550.2,134,12.134,0.83839,61.023
20.041,1014.2,90.17,3.7143,24.905,1089.7,549.77,134.44,12.145,0.90316,61.241
19.836,1014,90.184,3.6491,24.566,1087.5,549.75,132.6,11.964,0.83307,59.354
19.661,1013.8,90.515,3.6615,24.808,1089,549.63,133.7,12.034,0.69778,61.108
19.443,1013.8,90.914,3.7063,24.958,1089.4,549.9,134.14,12.133,1.0193,61.311
19.122,1013.6,90.789,3.6688,24.666,1088.5,550.26,133.69,12.035,1.0395,61.132
18.69,1013.9,93.365,3.7503,24.612,1088,550.14,133.71,11.937,0.86314,61.128
18.713,1014.3,94.445,3.6965,24.364,1087.1,550.11,132.57,11.828,1.2332,59.922
19.37,1014.6,95.617,3.7003,24.562,1087.9,550,132.78,11.999,1.1268,60.77
21.184,1015,88.667,3.8052,25.832,1094,550.11,136.87,12.336,0.96589,65.409
23.056,1015.2,75.667,4.4537,30.926,1100.2,535.96,151.86,13.476,1.1977,57.412
24.264,1015.3,71.42,4.4237,30.583,1100.2,537.14,150.98,13.436,0.71686,55.778
25.317,1015.5,68.175,4.3955,30.438,1100,537.72,150.11,13.403,0.57098,55.212
26.059,1015.5,67.118,4.3662,30.282,1100.3,538.53,150.11,13.397,0.92476,55.233
26.362,1015.3,66.867,4.3989,30.567,1100.1,537.01,150.85,13.405,2.1841,57.519
26.448,1015,65.55,4.3399,30.282,1099.7,538.03,150.5,13.349,1.6897,55.027
26.373,1014.5,66.307,4.352,30.547,1100.2,537.47,150.98,13.385,1.2217,53.463
25.777,1014.2,69.157,4.2072,29.588,1098.9,540,148.24,13.078,0.72497,54.272
24.724,1014.5,73.804,3.6416,25.135,1089.3,550.37,132.81,12.038,0.74212,56.578
23.467,1014.5,80.224,3.629,24.99,1088.9,550.05,132.8,12.025,1.1286,57.345
22.402,1014.3,84.556,3.6368,24.884,1088.8,550.22,132.8,12.007,0.77535,56.775
21.731,1014.7,86.961,3.643,24.752,1088.2,549.91,132.82,11.998,0.80208,56.652
21.175,1014.9,88.211,3.6398,24.695,1088,549.93,132.81,11.999,1.0091,58.447
20.773,1015,89.214,3.6782,24.936,1088.8,549.82,133.63,12.089,0.71038,59.067
20.579,1015,89.825,4.8153,33.79,1099.8,525.8,158.5,14.064,1.0117,54.334
20.472,1015.1,90.337,3.7177,25.19,1089.4,549.21,134.56,12.253,0.83562,60.113
20.273,1014.8,90.012,3.6629,24.725,1088.5,550,133.15,12.141,0.78578,60.538
20.228,1014.9,89.663,3.6837,24.987,1089.7,550.23,134.13,11.996,0.73798,61.218
20.385,1014.9,88.936,3.1348,20.635,1064.1,550.06,115.36,10.831,2.4273,57.522
20.332,1014.8,88.204,3.0595,19.995,1060,550.1,112.68,10.709,2.5068,56.691
20.113,1014.7,88.163,3.648,24.66,1087.5,549.84,132.64,11.962,1.1466,61.07
19.993,1014.9,88.981,3.6784,24.841,1088.9,550.36,133.39,11.935,1.0357,60.974
20.024,1015.2,88.818,3.6686,24.855,1089.2,549.8,133.48,11.936,0.74819,61.046
20.138,1015.2,87.818,4.5174,31.572,1100,533.55,154.19,13.667,0.8213,54.183
20.661,1015.1,85.809,4.4404,30.96,1099.9,535.49,153.08,13.625,0.71321,55.539
21.876,1014.9,79.997,4.4428,31,1100.2,535.65,152.94,13.494,0.72561,56.368
22.605,1014.7,75.865,4.4143,30.648,1100.1,536.41,152.31,13.544,0.65365,56.642
23.029,1014.4,74.985,4.4282,30.851,1100.1,535.77,152.56,13.524,0.76488,55.514
23.383,1013.9,73.022,4.3704,30.502,1099.9,537.5,151.83,13.54,0.69477,55.96
23.43,1013.6,70.987,4.4479,31.026,1100,535.23,153.1,13.572,0.76292,56.115
23.406,1012.9,70.117,4.4188,30.905,1099.9,536.08,153.1,13.534,0.83556,56.731
23.495,1012.3,68.287,4.4387,31,1100.1,535.57,153.51,13.568,0.75436,56.553
22.347,1012.5,75.01,4.395,30.778,1099.8,535.99,153.33,13.431,0.84191,56.18
21.116,1012.3,82.685,3.6352,24.701,1088,549.85,133.14,12.003,0.95204,60.277
20.388,1011.8,89.074,3.6826,24.773,1088.1,549.35,133.37,12.103,0.87395,59.044
20.083,1011.8,89.35,4.4772,31.169,1100,535.09,153.9,13.575,0.4713,53.344
19.782,1011.7,89.341,4.4551,31.032,1100.4,535.94,153.7,13.626,0.6208,54.927
19.697,1011.8,89.863,4.3298,30.047,1100.2,538.7,150.51,13.344,0.57424,58.717
19.766,1011.7,89.264,4.4374,31.103,1100,535.61,153.28,13.533,0.73013,55.993
19.629,1011.3,88.837,3.6473,24.669,1087.3,549.62,132.91,11.974,0.9653,61.177
19.468,1010.8,90.034,3.6482,24.656,1087.4,550.03,132.75,12.014,0.9043,60.831
19.457,1010.5,90.664,3.6468,24.645,1087,550.05,132.62,12.04,0.94598,61.493
19.614,1010.1,90.58,3.6715,24.914,1089,549.75,133.89,12.033,0.84877,61.885
19.697,1009.8,90.026,3.6716,24.854,1088.8,550.17,133.71,12.017,0.72618,61.218
19.653,1010,89.851,3.7069,24.862,1088.6,550.16,133.71,11.982,0.71025,61.785
19.55,1010.2,88.038,3.6277,24.576,1087.3,549.94,132.93,11.895,1.0087,61.161
19.532,1010.8,87.007,3.6633,24.846,1088.7,550.05,133.65,12.045,0.80948,62.11
19.876,1011.1,84.712,3.6903,24.944,1089.1,549.97,133.82,12.147,3.0813,60.207
20.606,1011.1,80.116,3.8633,26.52,1097.5,549.64,140.39,12.406,0.86712,69.454
21.119,1010.9,77.8,4.4269,31.06,1100.2,535.69,153.44,13.481,0.89136,56.645
21.464,1010.9,76.41,4.3629,30.62,1100.3,536.65,153.01,13.566,1.0744,60.46
21.468,1010.5,78.692,3.9948,27.716,1099.6,546.61,144.2,12.829,0.8506,67.64
21.336,1010.1,80.701,4.3323,30.25,1099.7,538.27,150.6,13.276,0.75398,59.591
21.503,1009.7,80.859,3.6731,24.978,1089.3,550.13,133.87,12.001,0.91033,62.16
21.006,1009.2,84.819,3.6652,24.806,1088.5,550.02,133.77,12.02,1.1053,61.42
20.917,1008.8,84.526,3.6891,24.921,1088.5,549.74,133.77,12.013,0.71041,62.309
20.853,1008.6,83.426,3.6825,24.943,1088.9,549.89,133.76,12.012,0.71428,61.854
20.657,1008.6,82.785,3.6805,24.945,1088.9,550.08,133.76,11.997,0.78859,61.857
20.422,1009,82.11,3.6212,24.754,1087.7,549.97,132.88,11.966,0.8024,61.607
20.152,1009.3,83.752,3.6223,24.625,1087.4,550.38,132.76,11.955,0.70433,61.535
19.884,1009.4,85.887,3.6275,24.585,1087.1,550.13,132.76,11.949,0.87058,62.367
19.773,1009.2,87.273,3.6023,24.528,1086.7,550.22,132.76,11.979,0.92567,62.208
19.59,1009.1,89.116,3.6471,24.589,1087,550.18,132.73,12.055,0.84811,60.293
19.656,1009,89.504,3.6662,24.855,1088.2,550.05,133.32,12.101,0.97693,61.634
19.768,1008.6,88.763,3.9035,26.873,1098.8,549.2,142.4,12.48,0.5438,67.602
19.661,1008.5,89.184,3.6618,24.796,1088.3,549.88,133.85,12.082,0.71356,61.855
19.512,1008.4,89.652,3.6882,24.882,1088.9,549.95,134.24,12.125,0.8833,62.382
19.437,1008.3,88.479,3.6573,24.779,1088.1,549.95,133.73,12.061,0.71221,61.372
19.343,1008.6,88.906,3.4182,22.963,1077.3,550.07,125.65,11.471,1.3832,60.461
19.016,1009.1,90.14,3.0536,19.715,1057.5,549.95,111.76,10.66,2.6104,59.271
19.206,1009.4,90.456,3.0774,19.856,1058.6,549.8,112.23,10.728,2.5533,59.404
20.076,1009.7,86.321,3.661,24.717,1087.3,550.27,132.61,11.891,0.81458,64.317
21.391,1009.9,75.004,3.0038,19.823,1058.2,550.03,111.01,10.64,2.3862,61.513
22.506,1010.1,66.578,3.705,25.183,1089.8,549.94,133.51,12.042,0.79527,68.525
23.273,1010.4,64.313,3.7239,25.341,1091,549.95,133.72,12.045,0.48772,65.917
23.454,1010.5,64.213,3.7441,25.371,1090.7,549.63,133.73,12.028,0.67022,64.978
23.787,1010.5,62.795,3.7388,25.431,1090.7,549.65,133.71,12.012,1.1267,67.393
24.777,1010.2,54.321,3.7444,25.46,1091.1,549.8,133.52,12.009,1.1025,68.56
25.453,1010.1,49.862,3.7398,25.476,1091.8,549.98,133.71,12.077,1.1049,69.477
25.905,1010.1,50.896,3.7455,25.552,1092.2,550.03,133.72,12.15,0.7278,68.449
25.912,1010.1,50.596,3.7375,25.471,1091.7,550.05,133.72,12.15,0.86449,68.54
25.053,1010.2,53.904,3.7302,25.404,1091.5,549.88,133.66,12.025,0.99047,66.74
23.695,1010.4,64.355,3.689,25.154,1089.9,550.17,133.09,12.034,1.0322,64.183
22.005,1010.9,74.996,3.6577,25.213,1090,550.39,133.74,12.102,1.0968,62.098
21.65,1011.4,78.195,3.5889,24.967,1088.4,549.93,132.76,12.136,1.2263,61.546
21.294,1011.7,79.044,3.6043,25.037,1088.6,549.71,133.5,12.17,0.77815,62.816
20.583,1011.5,81.762,3.6678,25.13,1090.2,550.22,134.63,12.182,0.72281,63.349
19.917,1011.5,84.32,3.6037,24.852,1088.5,550.17,133.65,11.952,0.86692,61.55
19.205,1011.5,85.897,3.2358,21.738,1070.3,549.93,120.7,11.145,1.6643,60.65
18.44,1011.4,86.882,2.9644,19.44,1056.8,550.21,111.23,10.618,2.5617,60.82
17.777,1011.3,88.101,2.956,19.321,1055.8,549.79,110.75,10.55,2.8416,62.35
16.875,1011.2,89.136,2.9618,19.205,1055.5,549.79,110.75,10.483,3.276,63.868
16.663,1011.2,91.413,2.9892,19.313,1055.7,549.83,110.93,10.536,3.0889,63.836
16.438,1011.6,90.943,3.6424,24.555,1086.9,550.05,133.62,11.941,1.1083,63.484
16.997,1012.1,92.305,3.6828,24.535,1086.8,549.72,132.78,12.058,1.2201,62.856
19.14,1012.5,87.086,3.7812,25.787,1092.9,549.87,136.71,12.268,1.1292,69.777
21.759,1012.8,76.817,4.498,31.133,1099.9,535.69,151.42,13.516,1.1939,62.768
23.447,1013.3,75.068,4.7953,33.321,1099.9,527.96,155.4,13.975,0.93177,58.907
25.112,1013.7,68.195,3.943,26.798,1097.4,548.44,140.04,12.481,0.28991,66.639
25.852,1013.7,62.814,3.7936,25.403,1091,549.93,134.22,12.107,0.51535,62.587
26.202,1013.8,60.938,3.08,19.955,1059.5,549.79,111.1,10.712,2.1376,57.043
26.375,1013.7,55.304,4.0953,27.855,1099.2,546.27,142.26,12.771,0.85141,66.733
26.315,1013.4,53.588,4.3773,30.011,1099.9,539.31,147.41,13.311,1.348,63.522
26.246,1013.2,53.119,4.4381,30.841,1100,536.38,148.97,13.383,0.90193,62.351
25.878,1013.4,57.225,3.7522,25.628,1088.6,547.75,133.66,12.117,1.0284,62.885
24.729,1013.4,64.519,3.2616,22.192,1071.8,550.29,120.31,11.212,1.7533,59.231
23.965,1013.6,70.578,3.007,20.172,1060.5,550.05,112.23,10.78,2.334,56.589
22.533,1013.9,77.265,3.6407,24.98,1089.2,549.7,133.49,11.954,1.1449,61.135
21.358,1014.1,80.888,3.6627,24.975,1088.9,550.22,133.77,11.997,1.1485,61.501
20.489,1014.2,83.385,3.6581,24.949,1088.9,549.63,133.74,12.024,0.93803,61.108
19.634,1014,87.105,3.6464,24.664,1087.6,549.98,133.06,11.966,0.72486,60.757
19.208,1013.8,90.075,3.6479,24.606,1087.8,550.02,133.05,11.943,0.74215,60.997
19.174,1013.5,91.458,3.6547,24.611,1087.5,549.84,132.79,11.953,1.0198,60.729
19.282,1013.1,91.558,3.843,25.552,1072.9,537.66,131.02,12.138,21.748,85.353
19.154,1013,91.822,4.8514,33.279,1099.8,526.05,158.87,14.085,1.0187,57.738
19.293,1013,91.155,4.2056,29.061,1098.8,541.28,147.8,13.012,0.51027,61.468
19.434,1013.1,90.923,3.6707,24.814,1088.1,549.87,133.43,12.005,0.98947,61.446
19.699,1013.4,90.508,3.3237,22.07,1072.1,549.88,121.41,11.213,1.7855,60.332
20.177,1013.7,89.599,3.6237,24.665,1087.3,550.19,132.27,11.843,1.0619,60.914
20.834,1013.9,85.969,3.6896,25.167,1089.8,550.16,134.24,12.05,1.1043,63.233
21.717,1014.1,81.239,3.7151,25.193,1090.2,550.13,133.95,12.192,2.5215,60.804
22.211,1014,79.873,4.2711,29.528,1099.4,540.12,147.33,13.073,0.76276,60.805
22.494,1014,80.166,4.0062,27.328,1099.6,548.45,142.04,12.632,0.28725,66.893
23.862,1014,75.172,4.5393,31.495,1099.9,534.12,151.48,13.568,1.198,59.354
24.704,1013.8,69.596,4.4183,30.848,1099.9,536.43,151.58,13.524,1.0684,55.445
25.002,1013.3,67.605,4.4121,31.101,1100,535.97,152.3,13.544,1.0572,55.208
